customer_id,transaction_date,order_amount
CUST_1181,2026-07-08,28.04
CUST_1214,2026-04-30,45.62
CUST_1501,2026-04-24,78.47
CUST_1439,2025-12-26,72.06
CUST_1204,2026-05-08,139.1
CUST_1018,2026-05-20,108.11
CUST_1352,2026-07-08,36.12
CUST_1313,2026-07-21,164.25
CUST_1297,2026-06-23,90.45
CUST_1444,2026-03-12,48.21
CUST_1413,2026-07-31,52.73
CUST_1216,2026-05-07,101.46
CUST_1375,2026-05-13,151.08
CUST_1261,2026-04-28,107.44
CUST_1049,2026-05-23,121.24
CUST_1389,2026-07-24,56.21
CUST_1210,2026-05-16,108.79
CUST_1103,2026-05-23,58.3
CUST_1140,2026-06-27,106.43
CUST_1108,2026-06-18,104.85
CUST_1535,2025-12-09,68.93
CUST_1164,2026-07-30,86.98
CUST_1492,2026-07-06,7.88
CUST_1113,2026-04-06,116.62
CUST_1092,2026-04-25,31.38
CUST_1262,2026-05-26,81.52
CUST_1270,2026-06-22,35.65
CUST_1040,2026-03-30,69.21
CUST_1436,2026-05-06,34.86
CUST_1046,2026-08-01,41.47
CUST_1336,2026-07-04,79.0
CUST_1095,2026-07-02,67.07
CUST_1409,2025-12-31,58.52
CUST_1489,2026-04-19,112.43
CUST_1115,2026-07-23,130.36
CUST_1163,2026-07-25,98.0
CUST_1388,2026-04-25,105.28
CUST_1133,2026-06-20,85.82
CUST_1451,2026-07-29,57.29
CUST_1537,2026-04-29,99.27
CUST_1346,2026-06-15,120.9
CUST_1443,2026-05-23,55.7
CUST_1394,2026-07-22,165.46
CUST_1055,2026-08-01,83.21
CUST_1169,2026-07-27,86.31
CUST_1284,2026-07-29,52.53
CUST_1412,2026-04-13,32.07
CUST_1586,2026-06-24,181.5
CUST_1121,2025-11-18,74.59
CUST_1562,2026-08-01,34.18
CUST_1311,2026-03-11,96.93
CUST_1467,2026-01-18,69.59
CUST_1228,2026-04-03,65.77
CUST_1484,2026-05-12,69.59
CUST_1099,2026-05-01,52.41
CUST_1298,2026-06-11,70.89
CUST_1168,2026-06-18,163.33
CUST_1419,2026-07-25,105.18
CUST_1402,2026-07-17,66.49
CUST_1047,2026-02-13,170.88
CUST_1461,2026-06-23,101.4
CUST_1510,2026-08-01,133.04
CUST_1443,2026-04-05,85.09
CUST_1181,2026-05-17,46.28
CUST_1106,2026-07-01,103.35
CUST_1516,2026-03-16,76.53
CUST_1254,2026-07-12,333.3
CUST_1463,2026-04-17,41.44
CUST_1524,2026-07-09,124.02
CUST_1566,2026-05-28,49.8
CUST_1297,2026-05-18,126.21
CUST_1182,2026-06-17,122.31
CUST_1118,2026-05-01,96.92
CUST_1427,2026-05-21,71.76
CUST_1057,2026-07-18,137.08
CUST_1293,2026-05-19,42.6
CUST_1302,2026-07-18,93.6
CUST_1463,2026-07-25,188.79
CUST_1229,2026-05-05,96.76
CUST_1294,2026-05-17,25.61
CUST_1426,2026-01-09,95.3
CUST_1257,2026-07-18,189.34
CUST_1453,2026-04-08,226.7
CUST_1376,2026-05-02,94.44
CUST_1198,2026-07-10,46.78
CUST_1191,2025-12-31,132.72
CUST_1041,2026-06-26,96.01
CUST_1598,2026-04-02,10.6
CUST_1158,2026-07-30,144.52
CUST_1308,2026-06-19,98.61
CUST_1325,2026-06-14,93.89
CUST_1357,2026-07-16,51.36
CUST_1369,2026-07-10,83.98
CUST_1009,2026-07-25,67.47
CUST_1249,2026-01-06,119.6
CUST_1116,2026-07-01,93.46
CUST_1529,2026-04-11,71.02
CUST_1456,2026-06-19,61.48
CUST_1328,2026-06-16,116.91
CUST_1434,2026-04-06,50.39
CUST_1445,2026-05-26,43.61
CUST_1339,2026-07-30,31.05
CUST_1257,2026-06-09,98.99
CUST_1264,2026-06-28,80.77
CUST_1323,2026-07-31,117.55
CUST_1064,2026-05-02,100.77
CUST_1074,2026-07-04,87.91
CUST_1308,2026-06-02,59.69
CUST_1390,2026-06-30,114.86
CUST_1546,2026-07-16,136.06
CUST_1558,2026-07-10,109.51
CUST_1382,2026-01-08,14.02
CUST_1144,2026-07-24,10.11
CUST_1550,2026-06-11,33.19
CUST_1352,2026-07-17,220.27
CUST_1145,2026-07-21,52.29
CUST_1198,2026-07-25,117.05
CUST_1055,2026-03-31,255.38
CUST_1472,2026-05-26,31.03
CUST_1256,2026-07-26,130.14
CUST_1338,2026-07-04,117.11
CUST_1291,2026-05-31,80.7
CUST_1313,2026-05-17,43.43
CUST_1323,2026-01-06,45.62
CUST_1226,2026-05-13,110.83
CUST_1368,2026-07-23,132.14
CUST_1473,2026-06-24,144.89
CUST_1111,2026-07-20,104.43
CUST_1143,2026-03-10,49.23
CUST_1078,2026-05-09,207.27
CUST_1031,2026-04-15,99.64
CUST_1217,2026-03-01,95.22
CUST_1552,2026-06-21,145.04
CUST_1228,2026-03-10,101.45
CUST_1137,2026-06-22,89.0
CUST_1514,2026-08-01,54.52
CUST_1169,2026-05-01,41.75
CUST_1579,2026-01-20,114.59
CUST_1495,2026-02-01,24.01
CUST_1237,2026-07-28,70.34
CUST_1211,2026-06-15,150.83
CUST_1465,2026-03-16,23.88
CUST_1105,2026-05-14,90.61
CUST_1269,2026-06-06,98.2
CUST_1387,2026-07-03,113.34
CUST_1529,2026-07-14,74.89
CUST_1353,2026-06-19,84.98
CUST_1513,2026-03-16,79.28
CUST_1526,2026-05-26,51.13
CUST_1370,2026-06-03,161.15
CUST_1424,2026-04-15,128.73
CUST_1490,2026-06-20,101.65
CUST_1420,2026-07-31,24.69
CUST_1164,2026-07-23,89.33
CUST_1150,2026-07-29,56.88
CUST_1415,2026-06-03,97.13
CUST_1290,2026-01-22,51.77
CUST_1482,2026-03-23,45.88
CUST_1146,2026-04-21,114.64
CUST_1350,2026-02-16,102.65
CUST_1387,2026-07-01,37.04
CUST_1516,2026-05-19,165.5
CUST_1181,2026-06-21,105.89
CUST_1544,2026-06-17,38.42
CUST_1133,2026-03-04,93.31
CUST_1441,2026-06-15,70.46
CUST_1542,2026-06-26,142.86
CUST_1589,2026-07-26,40.83
CUST_1238,2026-02-26,32.96
CUST_1556,2026-06-28,48.28
CUST_1007,2026-06-06,113.58
CUST_1323,2026-06-28,36.73
CUST_1599,2026-07-13,180.54
CUST_1374,2026-06-01,50.15
CUST_1570,2026-06-20,70.44
CUST_1259,2025-10-15,99.43
CUST_1407,2026-05-07,180.55
CUST_1235,2026-06-24,123.5
CUST_1219,2026-06-16,148.85
CUST_1053,2026-07-21,34.21
CUST_1445,2026-07-27,57.46
CUST_1038,2026-05-10,113.92
CUST_1058,2026-01-24,162.6
CUST_1449,2026-08-01,177.97
CUST_1530,2026-07-11,22.21
CUST_1528,2026-05-16,105.97
CUST_1368,2026-07-15,68.34
CUST_1600,2026-07-18,16.01
CUST_1092,2026-06-11,130.29
CUST_1596,2026-07-05,104.38
CUST_1413,2026-06-07,57.22
CUST_1109,2026-06-09,87.95
CUST_1119,2026-04-18,159.49
CUST_1453,2025-12-25,97.06
CUST_1347,2026-01-02,81.8
CUST_1600,2026-03-26,84.96
CUST_1391,2026-05-28,53.42
CUST_1361,2026-06-15,13.25
CUST_1254,2026-07-10,74.02
CUST_1350,2026-07-27,68.39
CUST_1275,2026-07-19,135.89
CUST_1194,2026-06-18,49.64
CUST_1271,2026-07-17,50.03
CUST_1364,2026-07-21,36.75
CUST_1504,2026-06-01,141.43
CUST_1043,2026-04-01,70.56
CUST_1588,2026-03-22,86.2
CUST_1523,2026-07-11,52.45
CUST_1055,2026-06-14,77.11
CUST_1033,2026-06-17,73.36
CUST_1178,2026-06-23,38.85
CUST_1323,2026-05-18,99.99
CUST_1265,2026-07-19,57.43
CUST_1351,2026-07-03,87.32
CUST_1381,2026-07-03,74.23
CUST_1585,2026-07-23,99.14
CUST_1102,2026-05-11,155.73
CUST_1390,2026-07-18,154.11
CUST_1484,2026-04-17,46.67
CUST_1529,2026-06-13,63.81
CUST_1256,2026-06-09,97.82
CUST_1167,2026-07-28,159.78
CUST_1098,2026-06-24,66.09
CUST_1573,2026-06-10,158.17
CUST_1421,2026-07-24,188.35
CUST_1203,2026-06-07,112.63
CUST_1291,2026-07-04,117.53
CUST_1457,2026-03-11,71.78
CUST_1148,2026-03-23,110.78
CUST_1431,2026-05-29,98.44
CUST_1073,2026-07-27,67.18
CUST_1298,2026-05-13,104.2
CUST_1455,2026-04-25,90.54
CUST_1171,2026-07-19,18.97
CUST_1257,2026-01-30,123.83
CUST_1170,2026-06-30,34.95
CUST_1484,2026-06-11,20.05
CUST_1085,2026-07-25,106.51
CUST_1399,2026-07-08,55.56
CUST_1129,2026-07-23,115.46
CUST_1333,2026-03-25,82.93
CUST_1278,2026-06-11,41.01
CUST_1552,2026-07-20,102.83
CUST_1577,2026-06-25,110.63
CUST_1355,2026-06-20,53.07
CUST_1315,2026-07-03,57.07
CUST_1000,2026-06-14,139.55
CUST_1293,2026-06-21,12.43
CUST_1488,2026-07-09,141.95
CUST_1236,2026-04-20,94.69
CUST_1574,2026-06-25,55.86
CUST_1399,2026-04-09,52.27
CUST_1245,2026-06-15,154.08
CUST_1278,2026-07-11,134.95
CUST_1422,2026-07-19,30.14
CUST_1113,2026-05-28,106.44
CUST_1503,2026-07-19,92.65
CUST_1104,2026-07-11,39.54
CUST_1008,2026-07-15,43.19
CUST_1350,2026-06-27,148.72
CUST_1380,2026-06-22,150.81
CUST_1149,2026-07-29,83.33
CUST_1256,2026-04-13,142.69
CUST_1453,2026-07-14,115.98
CUST_1398,2026-05-19,63.37
CUST_1043,2026-05-05,94.9
CUST_1492,2026-05-27,49.52
CUST_1223,2025-12-09,54.16
CUST_1015,2026-07-21,59.04
CUST_1248,2026-08-01,24.41
CUST_1486,2026-05-18,43.78
CUST_1254,2026-07-21,34.26
CUST_1061,2026-07-28,111.57
CUST_1109,2026-07-24,53.76
CUST_1355,2026-04-17,79.13
CUST_1386,2026-07-04,40.95
CUST_1496,2026-05-14,96.4
CUST_1501,2026-07-19,47.97
CUST_1479,2026-07-12,167.82
CUST_1567,2026-07-21,92.07
CUST_1269,2026-06-12,81.16
CUST_1518,2026-07-02,181.65
CUST_1244,2026-07-07,29.13
CUST_1396,2026-07-19,119.75
CUST_1157,2026-06-01,64.64
CUST_1113,2026-07-26,114.48
CUST_1132,2026-07-20,48.62
CUST_1397,2026-05-24,91.27
CUST_1262,2026-07-29,52.28
CUST_1013,2026-02-09,50.79
CUST_1081,2026-06-21,110.46
CUST_1425,2026-04-11,106.29
CUST_1072,2026-04-07,31.91
CUST_1531,2026-07-26,130.03
CUST_1194,2026-07-19,114.06
CUST_1183,2026-06-09,96.26
CUST_1590,2026-07-04,81.78
CUST_1106,2026-07-21,47.17
CUST_1345,2026-05-24,92.49
CUST_1360,2026-03-03,94.98
CUST_1380,2026-06-28,109.36
CUST_1331,2026-06-02,97.06
CUST_1563,2026-02-13,56.37
CUST_1458,2026-01-05,60.05
CUST_1138,2025-09-09,62.13
CUST_1227,2026-07-17,63.71
CUST_1282,2026-02-19,89.13
CUST_1585,2026-07-22,23.32
CUST_1141,2026-07-12,56.63
CUST_1584,2026-06-29,234.42
CUST_1332,2026-04-21,46.18
CUST_1590,2026-04-12,34.92
CUST_1038,2026-05-08,99.21
CUST_1057,2026-02-17,66.06
CUST_1444,2026-06-27,188.66
CUST_1232,2026-05-04,177.35
CUST_1391,2026-07-29,91.06
CUST_1578,2026-07-22,87.84
CUST_1051,2026-05-21,137.88
CUST_1092,2026-07-16,60.68
CUST_1135,2026-07-06,84.11
CUST_1561,2026-06-29,33.18
CUST_1133,2026-04-30,84.81
CUST_1404,2026-05-25,49.19
CUST_1536,2026-07-14,30.75
CUST_1331,2026-05-18,99.16
CUST_1423,2026-06-27,67.75
CUST_1024,2026-04-28,45.7
CUST_1452,2026-05-30,79.36
CUST_1239,2026-07-18,70.88
CUST_1087,2026-07-25,27.3
CUST_1151,2026-03-23,122.19
CUST_1460,2026-06-21,65.76
CUST_1216,2026-07-18,90.89
CUST_1494,2026-05-30,116.46
CUST_1539,2026-07-30,45.84
CUST_1277,2026-07-29,72.73
CUST_1368,2026-03-25,17.52
CUST_1395,2026-07-15,71.74
CUST_1101,2026-03-02,85.33
CUST_1090,2026-07-19,87.59
CUST_1022,2026-07-30,86.07
CUST_1018,2026-07-05,68.19
CUST_1241,2025-08-08,28.87
CUST_1396,2026-03-11,95.75
CUST_1155,2026-07-05,73.25
CUST_1391,2026-06-15,118.58
CUST_1232,2026-06-27,98.65
CUST_1319,2026-02-26,65.44
CUST_1211,2026-05-25,100.0
CUST_1207,2026-03-25,63.0
CUST_1536,2026-02-26,78.0
CUST_1148,2026-05-24,97.33
CUST_1069,2026-06-10,64.03
CUST_1030,2026-04-29,75.58
CUST_1280,2026-07-22,48.14
CUST_1026,2026-04-30,105.39
CUST_1580,2026-06-01,102.62
CUST_1026,2026-07-04,120.87
CUST_1514,2026-04-02,83.14
CUST_1188,2026-03-30,86.29
CUST_1197,2026-07-16,75.24
CUST_1276,2026-01-19,52.51
CUST_1207,2026-05-01,29.69
CUST_1449,2026-03-23,86.07
CUST_1468,2026-03-12,77.67
CUST_1389,2026-05-11,73.42
CUST_1585,2026-06-04,91.18
CUST_1039,2026-06-15,80.83
CUST_1043,2026-03-18,55.35
CUST_1040,2026-06-09,89.84
CUST_1050,2026-07-19,79.24
CUST_1292,2026-06-22,77.01
CUST_1055,2026-05-17,111.88
CUST_1512,2026-07-25,146.25
CUST_1559,2026-07-23,75.87
CUST_1183,2026-06-23,211.35
CUST_1465,2026-07-26,64.81
CUST_1167,2026-05-11,39.32
CUST_1460,2026-05-28,33.22
CUST_1523,2026-06-01,44.45
CUST_1044,2026-04-28,114.61
CUST_1148,2026-07-20,126.63
CUST_1316,2026-05-08,47.21
CUST_1207,2026-08-01,87.16
CUST_1005,2026-06-02,86.57
CUST_1487,2026-06-23,79.54
CUST_1006,2026-07-14,94.55
CUST_1570,2026-04-12,50.65
CUST_1056,2026-05-25,23.06
CUST_1591,2026-04-05,61.73
CUST_1050,2026-07-25,60.03
CUST_1586,2026-04-23,46.78
CUST_1592,2026-07-03,22.82
CUST_1330,2026-07-03,71.52
CUST_1437,2026-04-03,29.45
CUST_1124,2026-05-16,58.83
CUST_1537,2026-07-17,50.83
CUST_1585,2026-05-08,108.54
CUST_1495,2026-05-10,104.1
CUST_1294,2026-06-26,99.02
CUST_1132,2026-06-01,86.99
CUST_1509,2026-06-18,47.1
CUST_1297,2025-11-23,107.88
CUST_1212,2026-04-19,65.99
CUST_1217,2026-08-01,49.83
CUST_1069,2026-07-09,88.46
CUST_1006,2026-07-25,65.93
CUST_1582,2026-05-31,20.9
CUST_1338,2026-04-07,83.93
CUST_1139,2026-06-20,108.2
CUST_1549,2026-03-07,82.29
CUST_1057,2026-04-06,61.83
CUST_1323,2026-06-10,17.38
CUST_1339,2026-04-19,21.51
CUST_1547,2026-04-03,98.33
CUST_1119,2026-03-25,137.48
CUST_1322,2026-05-13,58.48
CUST_1243,2026-07-02,166.9
CUST_1537,2026-07-09,37.61
CUST_1206,2026-02-24,79.79
CUST_1494,2026-03-02,43.66
CUST_1495,2026-05-08,90.94
CUST_1146,2026-04-28,35.4
CUST_1528,2026-05-20,40.66
CUST_1470,2026-07-01,63.24
CUST_1089,2026-07-06,142.05
CUST_1023,2026-06-06,63.38
CUST_1328,2026-07-18,60.3
CUST_1451,2026-05-21,58.62
CUST_1117,2026-08-01,107.41
CUST_1211,2026-06-12,94.87
CUST_1290,2026-06-07,45.97
CUST_1346,2026-06-12,72.1
CUST_1401,2026-07-20,102.57
CUST_1456,2026-05-31,63.41
CUST_1546,2026-07-27,240.91
CUST_1581,2026-07-23,159.37
CUST_1479,2026-07-26,63.16
CUST_1476,2026-06-21,69.61
CUST_1338,2026-04-22,21.25
CUST_1359,2026-06-20,67.79
CUST_1520,2026-07-25,161.41
CUST_1333,2026-06-10,30.61
CUST_1472,2026-06-29,75.86
CUST_1561,2026-07-21,85.02
CUST_1213,2026-04-14,101.68
CUST_1445,2026-06-08,67.01
CUST_1177,2026-05-23,31.9
CUST_1587,2026-04-06,37.93
CUST_1333,2026-06-10,37.07
CUST_1388,2026-07-07,111.65
CUST_1222,2026-04-13,203.14
CUST_1000,2026-05-02,114.9
CUST_1298,2026-06-30,99.48
CUST_1324,2026-07-09,151.91
CUST_1445,2026-05-11,230.99
CUST_1596,2026-08-01,39.91
CUST_1378,2026-03-04,96.56
CUST_1112,2026-03-26,124.2
CUST_1325,2026-05-13,74.91
CUST_1216,2026-05-23,83.98
CUST_1393,2026-04-03,69.22
CUST_1295,2025-07-09,116.85
CUST_1073,2026-05-26,42.26
CUST_1447,2025-12-05,41.1
CUST_1425,2026-03-27,208.58
CUST_1435,2026-05-30,81.2
CUST_1460,2026-07-01,52.9
CUST_1007,2026-06-06,87.75
CUST_1559,2026-06-07,85.14
CUST_1594,2026-06-20,121.42
CUST_1539,2025-11-07,82.62
CUST_1090,2026-07-14,108.86
CUST_1079,2026-05-19,93.3
CUST_1054,2026-03-02,92.66
CUST_1464,2026-06-16,83.21
CUST_1431,2026-07-04,45.47
CUST_1311,2026-05-09,97.15
CUST_1484,2026-06-06,98.64
CUST_1298,2026-04-16,107.66
CUST_1084,2026-07-24,31.72
CUST_1258,2026-07-23,59.62
CUST_1014,2026-05-06,103.93
CUST_1154,2026-05-24,70.38
CUST_1241,2026-06-19,153.85
CUST_1351,2025-11-05,163.28
CUST_1422,2026-04-28,54.4
CUST_1171,2026-07-17,132.53
CUST_1270,2026-05-02,38.19
CUST_1408,2026-06-20,84.17
CUST_1545,2026-07-15,119.82
CUST_1268,2026-07-22,118.69
CUST_1042,2026-07-26,92.09
CUST_1442,2026-06-01,113.08
CUST_1276,2026-07-12,35.4
CUST_1400,2026-06-22,117.99
CUST_1199,2026-06-15,118.52
CUST_1320,2026-06-11,117.44
CUST_1012,2026-06-28,91.19
CUST_1359,2026-07-16,59.9
CUST_1024,2026-05-31,27.8
CUST_1222,2026-01-18,110.29
CUST_1122,2026-07-27,104.08
CUST_1579,2026-04-18,47.73
CUST_1188,2026-07-14,82.9
CUST_1464,2026-02-16,59.07
CUST_1331,2026-07-13,146.95
CUST_1063,2026-07-01,65.85
CUST_1271,2026-07-20,30.32
CUST_1205,2026-06-01,46.91
CUST_1147,2026-06-12,78.15
CUST_1108,2026-02-24,127.48
CUST_1074,2026-07-28,130.66
CUST_1019,2026-03-07,42.94
CUST_1038,2026-05-22,57.87
CUST_1400,2026-06-07,89.73
CUST_1502,2026-06-20,74.65
CUST_1071,2026-06-12,8.51
CUST_1493,2026-07-24,92.7
CUST_1341,2026-05-19,74.23
CUST_1092,2026-07-03,172.81
CUST_1296,2026-05-26,46.67
CUST_1393,2026-05-23,61.78
CUST_1109,2026-05-29,69.09
CUST_1448,2026-05-07,41.69
CUST_1244,2026-06-19,29.06
CUST_1315,2026-06-17,66.66
CUST_1043,2026-06-29,51.15
CUST_1535,2026-06-23,118.6
CUST_1152,2026-05-06,53.8
CUST_1144,2026-06-19,17.51
CUST_1046,2026-07-14,109.24
CUST_1099,2026-06-23,45.89
CUST_1108,2026-07-25,102.38
CUST_1064,2026-04-17,77.5
CUST_1411,2026-07-07,41.32
CUST_1218,2026-04-30,102.05
CUST_1123,2026-07-12,139.32
CUST_1378,2026-06-10,79.12
CUST_1041,2026-07-23,150.68
CUST_1385,2026-04-26,16.12
CUST_1006,2026-08-01,102.16
CUST_1487,2026-05-17,50.46
CUST_1535,2026-06-24,54.56
CUST_1038,2026-06-04,127.94
CUST_1090,2026-05-29,147.6
CUST_1004,2026-06-09,48.65
CUST_1097,2026-05-31,185.32
CUST_1519,2026-07-16,143.41
CUST_1283,2026-07-29,37.68
CUST_1485,2026-06-18,44.43
CUST_1055,2026-05-26,60.12
CUST_1342,2026-05-31,36.39
CUST_1550,2026-07-20,148.64
CUST_1118,2026-07-28,54.08
CUST_1593,2026-07-07,49.53
CUST_1333,2026-07-16,37.29
CUST_1242,2026-05-07,52.27
CUST_1496,2026-07-29,78.75
CUST_1465,2026-07-20,70.84
CUST_1198,2026-05-29,39.86
CUST_1061,2026-07-11,37.44
CUST_1428,2026-07-20,67.18
CUST_1160,2026-04-22,110.28
CUST_1174,2026-06-06,95.4
CUST_1421,2026-03-28,85.97
CUST_1484,2026-04-06,59.41
CUST_1252,2026-07-14,78.54
CUST_1152,2026-02-23,24.95
CUST_1516,2026-07-30,92.07
CUST_1100,2026-06-23,54.72
CUST_1012,2026-05-17,74.99
CUST_1367,2026-07-10,112.18
CUST_1491,2026-05-22,44.71
CUST_1584,2026-05-04,19.42
CUST_1141,2026-03-20,74.83
CUST_1379,2026-05-29,108.22
CUST_1340,2026-06-13,61.5
CUST_1555,2026-06-07,50.59
CUST_1343,2026-05-07,27.36
CUST_1372,2026-03-12,37.42
CUST_1041,2026-07-03,46.5
CUST_1068,2026-06-09,66.13
CUST_1489,2026-05-07,137.71
CUST_1214,2026-05-03,140.36
CUST_1273,2026-06-17,77.07
CUST_1381,2026-07-05,85.55
CUST_1125,2026-06-21,92.19
CUST_1299,2026-06-23,70.18
CUST_1067,2026-07-19,72.98
CUST_1078,2026-07-25,59.02
CUST_1508,2026-07-22,50.22
CUST_1023,2026-07-10,40.56
CUST_1454,2026-05-07,18.6
CUST_1532,2026-05-26,75.63
CUST_1334,2026-06-19,115.95
CUST_1561,2026-06-24,62.4
CUST_1313,2026-07-20,57.09
CUST_1295,2026-04-28,25.69
CUST_1466,2026-01-10,106.6
CUST_1548,2026-07-11,121.97
CUST_1157,2026-07-21,38.33
CUST_1588,2026-07-24,57.14
CUST_1575,2026-05-14,115.88
CUST_1151,2026-07-02,93.4
CUST_1308,2026-07-24,19.58
CUST_1148,2026-01-22,88.57
CUST_1302,2026-06-21,60.69
CUST_1587,2026-05-22,153.93
CUST_1452,2026-07-06,37.62
CUST_1041,2026-07-23,95.12
CUST_1411,2026-05-31,52.24
CUST_1334,2026-07-29,110.93
CUST_1227,2026-04-25,142.35
CUST_1085,2026-06-12,80.02
CUST_1089,2025-12-03,73.45
CUST_1523,2026-01-27,42.81
CUST_1378,2026-07-01,14.55
CUST_1315,2025-11-28,130.75
CUST_1425,2026-04-18,60.55
CUST_1434,2026-05-09,75.95
CUST_1088,2026-07-22,62.3
CUST_1537,2025-10-25,29.68
CUST_1384,2026-07-26,75.35
CUST_1424,2026-07-20,82.24
CUST_1140,2026-07-18,86.16
CUST_1309,2026-04-07,62.38
CUST_1474,2026-07-16,61.93
CUST_1483,2026-07-24,115.96
CUST_1183,2026-06-18,120.8
CUST_1122,2026-04-29,86.51
CUST_1370,2026-06-06,97.45
CUST_1487,2025-12-07,161.73
CUST_1589,2026-07-31,57.03
CUST_1149,2026-07-07,44.91
CUST_1429,2026-05-28,60.91
CUST_1078,2026-06-16,142.13
CUST_1096,2026-06-03,45.42
CUST_1323,2026-04-10,120.15
CUST_1371,2026-07-26,99.83
CUST_1013,2026-07-23,59.68
CUST_1421,2026-07-05,43.72
CUST_1192,2026-04-20,96.34
CUST_1538,2026-04-02,126.75
CUST_1116,2026-06-27,67.74
CUST_1142,2026-04-13,205.21
CUST_1350,2026-07-20,62.48
CUST_1121,2026-07-16,53.01
CUST_1133,2025-11-17,77.32
CUST_1114,2026-07-27,144.87
CUST_1043,2026-07-18,21.98
CUST_1060,2026-06-21,35.11
CUST_1210,2026-06-05,49.69
CUST_1029,2026-07-26,175.33
CUST_1593,2026-07-05,44.54
CUST_1247,2026-06-17,30.12
CUST_1014,2026-06-14,127.58
CUST_1175,2026-03-04,92.98
CUST_1101,2026-02-15,237.79
CUST_1486,2026-07-03,101.41
CUST_1109,2026-07-20,68.55
CUST_1219,2026-06-16,75.11
CUST_1321,2026-07-24,37.32
CUST_1369,2026-05-14,96.1
CUST_1335,2026-06-18,72.24
CUST_1319,2026-05-18,75.07
CUST_1438,2026-07-19,30.36
CUST_1487,2026-02-01,70.1
CUST_1503,2026-05-21,73.69
CUST_1087,2026-07-24,73.5
CUST_1104,2026-05-06,69.64
CUST_1205,2026-06-04,171.21
CUST_1285,2026-04-29,141.98
CUST_1409,2026-07-04,116.12
CUST_1496,2026-06-16,42.74
CUST_1125,2026-07-14,87.11
CUST_1137,2026-07-31,133.49
CUST_1510,2026-05-20,118.85
CUST_1098,2026-05-01,114.94
CUST_1504,2026-04-21,49.93
CUST_1502,2026-06-17,93.79
CUST_1553,2026-06-11,78.04
CUST_1392,2026-06-24,179.3
CUST_1036,2026-07-30,96.02
CUST_1310,2026-03-14,45.02
CUST_1319,2026-05-12,85.73
CUST_1502,2026-05-23,120.24
CUST_1487,2026-06-09,43.96
CUST_1269,2026-06-18,68.3
CUST_1328,2026-07-28,101.6
CUST_1375,2026-07-05,35.25
CUST_1365,2026-06-28,27.71
CUST_1240,2026-05-26,101.95
CUST_1067,2026-03-22,37.96
CUST_1551,2026-07-07,82.08
CUST_1581,2026-06-15,76.85
CUST_1480,2026-06-05,72.93
CUST_1500,2026-07-26,117.95
CUST_1514,2026-04-15,116.27
CUST_1306,2026-07-03,78.77
CUST_1077,2026-04-04,92.78
CUST_1048,2026-07-10,98.75
CUST_1094,2026-05-11,99.52
CUST_1279,2026-07-28,154.57
CUST_1214,2026-07-05,31.68
CUST_1516,2026-04-18,78.37
CUST_1204,2026-06-28,56.03
CUST_1560,2026-07-20,17.33
CUST_1191,2026-06-07,51.31
CUST_1478,2026-07-12,110.26
CUST_1444,2026-02-05,49.77
CUST_1246,2026-07-22,120.23
CUST_1445,2026-06-28,183.71
CUST_1208,2026-04-02,57.93
CUST_1164,2026-07-13,103.47
CUST_1116,2026-07-22,20.47
CUST_1317,2026-06-22,96.53
CUST_1037,2026-07-18,58.63
CUST_1284,2026-05-24,46.59
CUST_1497,2026-04-24,27.47
CUST_1321,2026-06-03,188.22
CUST_1416,2026-03-07,117.2
CUST_1406,2026-01-27,129.78
CUST_1114,2026-06-07,87.54
CUST_1594,2026-01-19,39.13
CUST_1337,2026-04-07,133.33
CUST_1241,2026-02-04,51.94
CUST_1219,2025-12-17,79.23
CUST_1057,2026-06-19,70.99
CUST_1324,2026-06-11,83.98
CUST_1284,2026-03-17,127.55
CUST_1021,2026-05-26,133.95
CUST_1055,2026-05-17,149.84
CUST_1565,2026-07-01,110.46
CUST_1124,2026-06-13,54.21
CUST_1008,2026-02-26,73.27
CUST_1261,2026-07-09,61.6
CUST_1164,2026-02-22,108.99
CUST_1416,2026-04-22,58.79
CUST_1503,2026-06-21,75.8
CUST_1432,2026-03-18,162.61
CUST_1267,2026-06-17,68.19
CUST_1560,2026-05-06,81.05
CUST_1053,2026-05-27,47.6
CUST_1139,2026-08-01,49.69
CUST_1589,2026-07-27,44.17
CUST_1133,2026-04-01,120.33
CUST_1327,2026-06-23,46.26
CUST_1335,2026-04-19,49.51
CUST_1186,2026-06-30,71.32
CUST_1584,2026-07-16,286.5
CUST_1234,2026-02-28,123.97
CUST_1410,2026-05-31,103.32
CUST_1376,2026-07-20,97.72
CUST_1538,2026-06-25,117.62
CUST_1208,2026-07-19,184.81
CUST_1294,2026-05-04,71.91
CUST_1211,2026-06-03,118.4
CUST_1418,2026-04-21,20.8
CUST_1241,2026-05-31,119.99
CUST_1010,2026-06-21,191.13
CUST_1407,2026-05-18,126.95
CUST_1262,2026-07-28,96.07
CUST_1240,2026-06-21,68.49
CUST_1046,2026-08-01,88.15
CUST_1404,2026-05-21,40.59
CUST_1042,2026-06-06,57.13
CUST_1347,2026-03-18,40.55
CUST_1543,2026-06-26,57.14
CUST_1130,2026-06-18,69.26
CUST_1269,2026-06-01,140.57
CUST_1320,2026-06-25,45.13
CUST_1503,2026-04-30,43.27
CUST_1450,2026-07-29,42.91
CUST_1036,2026-06-21,44.94
