user_id,recency_days_since_trade,monthly_trades,total_trading_volume_eur,sparplan_active
CRYPTO_USR_10590,52,1,323.19,False
CRYPTO_USR_10591,7,1,345.08,True
CRYPTO_USR_10592,22,5,934.69,True
CRYPTO_USR_10593,28,3,1018.57,True
CRYPTO_USR_10594,26,5,886.3,False
CRYPTO_USR_10595,6,7,2512.15,False
CRYPTO_USR_10596,1,8,372.55,True
CRYPTO_USR_10597,17,7,547.72,False
CRYPTO_USR_10598,21,2,1700.94,False
CRYPTO_USR_10599,11,1,3361.82,False
CRYPTO_USR_10600,47,3,1715.71,True
CRYPTO_USR_10601,4,2,225.73,True
CRYPTO_USR_10602,5,3,975.05,True
CRYPTO_USR_10603,13,1,369.89,False
CRYPTO_USR_10604,33,0,1457.07,False
CRYPTO_USR_10605,4,0,679.9,False
CRYPTO_USR_10606,1,3,264.24,False
CRYPTO_USR_10607,92,4,1267.35,False
CRYPTO_USR_10608,32,0,1207.44,True
CRYPTO_USR_10609,0,6,2576.75,True
CRYPTO_USR_10610,8,2,1100.23,False
CRYPTO_USR_10611,40,3,1436.22,True
CRYPTO_USR_10612,3,4,822.72,False
CRYPTO_USR_10613,1,0,2284.79,False
CRYPTO_USR_10614,128,7,2505.04,True
CRYPTO_USR_10615,203,7,1075.23,True
CRYPTO_USR_10616,47,0,2690.04,True
CRYPTO_USR_10617,46,7,1595.79,True
CRYPTO_USR_10618,34,3,269.88,True
CRYPTO_USR_10619,6,3,110.15,True
CRYPTO_USR_10620,9,2,2191.64,True
CRYPTO_USR_10621,8,3,3513.68,False
CRYPTO_USR_10622,31,9,2772.61,False
CRYPTO_USR_10623,136,7,3631.98,True
CRYPTO_USR_10624,56,4,3173.52,False
CRYPTO_USR_10625,31,8,1210.11,False
CRYPTO_USR_10626,8,1,1807.39,False
CRYPTO_USR_10627,2,5,1304.77,True
CRYPTO_USR_10628,77,0,713.59,True
CRYPTO_USR_10629,41,8,2375.05,False
CRYPTO_USR_10630,17,2,117.76,False
CRYPTO_USR_10631,6,2,1010.69,True
CRYPTO_USR_10632,8,5,1552.67,False
CRYPTO_USR_10633,18,2,758.16,False
CRYPTO_USR_10634,1,7,1107.74,True
CRYPTO_USR_10635,54,6,1047.81,True
CRYPTO_USR_10636,88,5,254.63,False
CRYPTO_USR_10637,4,7,4858.15,True
CRYPTO_USR_10638,29,4,4214.39,True
CRYPTO_USR_10639,14,6,656.24,False
CRYPTO_USR_10640,7,2,1.96,False
CRYPTO_USR_10641,3,0,461.57,False
CRYPTO_USR_10642,0,2,7984.52,False
CRYPTO_USR_10643,3,0,132.23,False
CRYPTO_USR_10644,36,5,3831.37,True
CRYPTO_USR_10645,41,5,2518.21,True
CRYPTO_USR_10646,138,6,15.32,False
CRYPTO_USR_10647,16,6,2307.04,False
CRYPTO_USR_10648,4,0,3538.52,True
CRYPTO_USR_10649,2,6,2513.03,False
CRYPTO_USR_10650,13,6,271.13,True
CRYPTO_USR_10651,2,3,1450.95,False
CRYPTO_USR_10652,26,4,3389.7,False
CRYPTO_USR_10653,10,0,1312.72,False
CRYPTO_USR_10654,38,3,4107.47,False
CRYPTO_USR_10655,19,5,215.32,False
CRYPTO_USR_10656,25,0,7800.86,False
CRYPTO_USR_10657,3,2,3549.5,False
CRYPTO_USR_10658,12,2,5560.22,False
CRYPTO_USR_10659,0,0,125.86,True
CRYPTO_USR_10660,1,8,1271.62,False
CRYPTO_USR_10661,19,5,966.39,False
CRYPTO_USR_10662,2,0,584.99,True
CRYPTO_USR_10663,20,3,408.87,False
CRYPTO_USR_10664,21,1,3238.1,False
CRYPTO_USR_10665,1,6,2159.22,False
CRYPTO_USR_10666,52,5,1026.03,False
CRYPTO_USR_10667,26,4,666.06,False
CRYPTO_USR_10668,37,7,2176.17,True
CRYPTO_USR_10669,85,6,1332.45,False
CRYPTO_USR_10670,35,4,2734.65,True
CRYPTO_USR_10671,60,5,2656.65,True
CRYPTO_USR_10672,46,4,2242.65,False
CRYPTO_USR_10673,2,5,1093.2,True
CRYPTO_USR_10674,19,2,530.15,True
CRYPTO_USR_10675,23,3,2309.29,True
CRYPTO_USR_10676,19,8,504.8,False
CRYPTO_USR_10677,13,5,292.71,False
CRYPTO_USR_10678,54,0,2429.35,False
CRYPTO_USR_10679,10,2,968.93,False
CRYPTO_USR_10680,8,6,1255.03,False
CRYPTO_USR_10681,5,5,2936.46,False
CRYPTO_USR_10682,86,6,597.08,False
CRYPTO_USR_10683,11,5,1449.72,True
CRYPTO_USR_10684,6,2,1754.57,False
CRYPTO_USR_10685,25,3,1223.92,False
CRYPTO_USR_10686,6,7,506.17,True
CRYPTO_USR_10687,14,1,477.48,True
CRYPTO_USR_10688,51,8,2.63,False
CRYPTO_USR_10689,52,0,2338.33,True
CRYPTO_USR_10690,21,4,111.17,False
CRYPTO_USR_10691,34,7,175.76,False
CRYPTO_USR_10692,63,0,838.8,False
CRYPTO_USR_10693,2,3,180.82,True
CRYPTO_USR_10694,48,7,1027.62,False
CRYPTO_USR_10695,7,5,544.4,True
CRYPTO_USR_10696,45,2,689.06,True
CRYPTO_USR_10697,2,0,407.77,False
CRYPTO_USR_10698,24,5,1129.43,False
CRYPTO_USR_10699,21,5,6015.64,True
CRYPTO_USR_10700,10,4,308.73,False
CRYPTO_USR_10701,49,5,2148.52,True
CRYPTO_USR_10702,50,3,513.56,True
CRYPTO_USR_10703,20,5,2035.21,True
CRYPTO_USR_10704,130,6,1083.32,False
CRYPTO_USR_10705,8,4,1115.96,False
CRYPTO_USR_10706,4,8,7288.93,True
CRYPTO_USR_10707,48,4,838.07,False
CRYPTO_USR_10708,28,2,3015.53,True
CRYPTO_USR_10709,1,3,4190.15,False
CRYPTO_USR_10710,3,8,725.03,True
CRYPTO_USR_10711,17,1,331.04,False
CRYPTO_USR_10712,48,3,2069.15,True
CRYPTO_USR_10713,6,4,372.98,True
CRYPTO_USR_10714,60,7,507.74,True
CRYPTO_USR_10715,14,4,1440.07,True
CRYPTO_USR_10716,9,5,3887.65,False
CRYPTO_USR_10717,27,5,2916.61,False
CRYPTO_USR_10718,127,4,1415.52,False
CRYPTO_USR_10719,68,1,1256.3,False
CRYPTO_USR_10720,5,3,4069.99,False
CRYPTO_USR_10721,1,5,8588.49,False
CRYPTO_USR_10722,40,10,189.92,False
CRYPTO_USR_10723,8,4,3049.87,False
CRYPTO_USR_10724,1,5,3373.36,False
CRYPTO_USR_10725,12,4,3289.92,False
CRYPTO_USR_10726,5,0,2152.97,False
CRYPTO_USR_10727,0,1,2170.52,False
CRYPTO_USR_10728,23,2,7962.06,False
CRYPTO_USR_10729,18,3,665.45,False
CRYPTO_USR_10730,2,4,1345.49,True
CRYPTO_USR_10731,69,5,404.96,True
CRYPTO_USR_10732,35,8,703.72,True
CRYPTO_USR_10733,24,1,4484.91,False
CRYPTO_USR_10734,52,8,841.95,False
CRYPTO_USR_10735,14,0,191.71,True
CRYPTO_USR_10736,4,7,2825.03,False
CRYPTO_USR_10737,29,9,344.53,False
CRYPTO_USR_10738,33,8,454.72,False
CRYPTO_USR_10739,5,2,659.65,False
CRYPTO_USR_10740,3,3,5346.05,False
CRYPTO_USR_10741,144,0,6043.82,True
CRYPTO_USR_10742,25,9,449.3,False
CRYPTO_USR_10743,77,1,272.83,False
CRYPTO_USR_10744,7,5,3898.1,True
CRYPTO_USR_10745,34,4,1834.49,False
CRYPTO_USR_10746,16,4,126.36,True
CRYPTO_USR_10747,3,6,2.31,False
CRYPTO_USR_10748,36,9,1222.93,True
CRYPTO_USR_10749,22,3,192.51,False
CRYPTO_USR_10750,55,1,319.54,True
CRYPTO_USR_10751,52,1,628.97,True
CRYPTO_USR_10752,84,5,847.33,False
CRYPTO_USR_10753,22,4,4111.2,True
CRYPTO_USR_10754,25,2,56.67,False
CRYPTO_USR_10755,5,2,3969.06,True
CRYPTO_USR_10756,2,4,2150.41,False
CRYPTO_USR_10757,36,5,554.84,True
CRYPTO_USR_10758,7,7,3297.01,True
CRYPTO_USR_10759,12,5,1004.27,True
CRYPTO_USR_10760,30,2,46.93,True
CRYPTO_USR_10761,9,3,153.88,False
CRYPTO_USR_10762,10,1,1947.37,True
CRYPTO_USR_10763,21,5,367.96,False
CRYPTO_USR_10764,12,2,1126.07,True
CRYPTO_USR_10765,8,4,114.52,False
CRYPTO_USR_10766,30,6,1403.43,False
CRYPTO_USR_10767,24,5,1451.78,False
CRYPTO_USR_10768,47,1,3629.9,False
CRYPTO_USR_10769,59,5,1164.18,True
CRYPTO_USR_10770,65,3,4152.86,False
CRYPTO_USR_10771,31,1,1742.95,True
CRYPTO_USR_10772,39,7,6446.62,False
CRYPTO_USR_10773,3,10,991.01,False
CRYPTO_USR_10774,16,7,3233.55,True
CRYPTO_USR_10775,67,4,4419.78,True
CRYPTO_USR_10776,13,2,581.83,False
CRYPTO_USR_10777,57,5,2779.84,False
CRYPTO_USR_10778,20,1,288.73,False
CRYPTO_USR_10779,39,5,5053.67,False
CRYPTO_USR_10780,23,5,1380.75,True
CRYPTO_USR_10781,14,5,869.32,False
CRYPTO_USR_10782,26,6,279.56,False
CRYPTO_USR_10783,33,4,71.2,False
CRYPTO_USR_10784,11,4,4565.2,False
CRYPTO_USR_10785,0,8,3060.68,True
CRYPTO_USR_10786,9,0,186.09,False
CRYPTO_USR_10787,4,4,6584.64,False
CRYPTO_USR_10788,48,3,1866.96,True
CRYPTO_USR_10789,6,6,3126.78,False
CRYPTO_USR_10790,39,7,1303.49,True
CRYPTO_USR_10791,10,0,1272.3,True
CRYPTO_USR_10792,53,4,385.45,False
CRYPTO_USR_10793,50,3,516.6,False
CRYPTO_USR_10794,70,3,3122.05,False
CRYPTO_USR_10795,28,2,238.04,True
CRYPTO_USR_10796,13,2,3679.07,False
CRYPTO_USR_10797,12,3,321.38,False
CRYPTO_USR_10798,38,3,879.63,True
CRYPTO_USR_10799,23,2,6030.1,False
CRYPTO_USR_10800,29,3,948.24,True
CRYPTO_USR_10801,42,2,2626.52,True
CRYPTO_USR_10802,67,2,15.3,True
CRYPTO_USR_10803,45,1,656.11,False
CRYPTO_USR_10804,28,2,771.84,True
CRYPTO_USR_10805,17,5,2035.28,False
CRYPTO_USR_10806,14,6,1954.37,False
CRYPTO_USR_10807,13,5,1876.06,False
CRYPTO_USR_10808,9,4,8016.1,False
CRYPTO_USR_10809,55,4,544.78,False
CRYPTO_USR_10810,62,3,2610.34,False
CRYPTO_USR_10811,45,5,2918.39,False
CRYPTO_USR_10812,30,2,1917.67,False
CRYPTO_USR_10813,8,0,976.06,False
CRYPTO_USR_10814,1,3,379.11,False
CRYPTO_USR_10815,7,1,1376.88,False
CRYPTO_USR_10816,66,2,3360.67,False
CRYPTO_USR_10817,58,1,359.71,True
CRYPTO_USR_10818,3,3,2590.83,True
CRYPTO_USR_10819,31,8,736.06,True
CRYPTO_USR_10820,12,4,2792.87,True
CRYPTO_USR_10821,8,2,626.78,False
CRYPTO_USR_10822,17,6,5198.03,True
CRYPTO_USR_10823,61,1,1249.38,False
CRYPTO_USR_10824,13,3,3466.43,True
CRYPTO_USR_10825,6,4,947.28,False
CRYPTO_USR_10826,66,2,2263.71,False
CRYPTO_USR_10827,18,4,1794.69,True
CRYPTO_USR_10828,28,6,2577.78,True
CRYPTO_USR_10829,40,4,1210.53,False
CRYPTO_USR_10830,2,1,929.7,False
CRYPTO_USR_10831,13,1,69.22,True
CRYPTO_USR_10832,13,6,3224.04,True
CRYPTO_USR_10833,31,4,1773.61,True
CRYPTO_USR_10834,33,3,870.8,False
CRYPTO_USR_10835,5,5,3125.49,True
CRYPTO_USR_10836,9,3,742.03,False
CRYPTO_USR_10837,151,0,755.4,False
CRYPTO_USR_10838,12,6,4506.38,False
CRYPTO_USR_10839,7,9,2338.02,True
CRYPTO_USR_10840,37,2,821.95,False
CRYPTO_USR_10841,1,3,3765.37,True
CRYPTO_USR_10842,21,11,1952.32,False
CRYPTO_USR_10843,0,6,2106.68,False
CRYPTO_USR_10844,13,1,299.17,False
CRYPTO_USR_10845,27,3,644.89,False
CRYPTO_USR_10846,30,3,265.55,False
CRYPTO_USR_10847,3,7,2283.42,True
CRYPTO_USR_10848,3,5,401.09,True
CRYPTO_USR_10849,20,5,405.43,False
CRYPTO_USR_10850,9,7,419.05,False
CRYPTO_USR_10851,11,4,4.94,False
CRYPTO_USR_10852,66,6,290.72,True
CRYPTO_USR_10853,20,1,2314.39,True
CRYPTO_USR_10854,8,5,631.82,False
CRYPTO_USR_10855,2,11,345.62,True
CRYPTO_USR_10856,9,4,2414.65,True
CRYPTO_USR_10857,39,2,84.56,False
CRYPTO_USR_10858,30,5,1036.34,False
CRYPTO_USR_10859,59,6,175.61,False
CRYPTO_USR_10860,5,0,571.0,False
CRYPTO_USR_10861,53,7,2896.08,False
CRYPTO_USR_10862,44,7,108.79,False
CRYPTO_USR_10863,4,6,968.22,False
CRYPTO_USR_10864,45,3,859.74,True
CRYPTO_USR_10865,0,2,2076.27,False
CRYPTO_USR_10866,101,8,215.71,False
CRYPTO_USR_10867,1,8,545.92,True
CRYPTO_USR_10868,34,2,1547.2,False
CRYPTO_USR_10869,106,0,1994.74,True
CRYPTO_USR_10870,20,3,1950.95,True
CRYPTO_USR_10871,11,3,2030.26,False
CRYPTO_USR_10872,51,0,101.0,False
CRYPTO_USR_10873,4,1,3401.02,False
CRYPTO_USR_10874,57,6,496.1,False
CRYPTO_USR_10875,1,5,453.49,False
CRYPTO_USR_10876,14,4,2908.38,False
CRYPTO_USR_10877,54,6,1066.54,True
CRYPTO_USR_10878,19,3,956.89,False
CRYPTO_USR_10879,0,3,171.53,False
CRYPTO_USR_10880,27,3,417.14,False
CRYPTO_USR_10881,84,7,812.74,True
CRYPTO_USR_10882,7,1,1740.51,False
CRYPTO_USR_10883,29,5,2265.26,True
CRYPTO_USR_10884,39,4,3188.29,False
CRYPTO_USR_10885,9,6,1328.6,False
CRYPTO_USR_10886,1,4,2271.24,False
CRYPTO_USR_10887,3,5,1698.83,True
CRYPTO_USR_10888,74,2,2737.09,False
CRYPTO_USR_10889,3,5,963.43,False
CRYPTO_USR_10890,50,0,1077.76,False
CRYPTO_USR_10891,87,1,260.29,False
CRYPTO_USR_10892,21,9,3285.38,False
CRYPTO_USR_10893,19,5,4572.66,True
CRYPTO_USR_10894,24,4,882.09,False
CRYPTO_USR_10895,60,2,1262.52,False
CRYPTO_USR_10896,108,7,575.37,False
CRYPTO_USR_10897,98,2,1085.44,True
CRYPTO_USR_10898,14,2,639.22,False
CRYPTO_USR_10899,55,0,2239.85,False
CRYPTO_USR_10900,28,5,617.95,True
CRYPTO_USR_10901,31,7,7166.04,False
CRYPTO_USR_10902,88,0,700.51,True
CRYPTO_USR_10903,12,4,1178.35,False
CRYPTO_USR_10904,30,0,3314.34,True
CRYPTO_USR_10905,52,6,2973.33,False
CRYPTO_USR_10906,0,6,401.44,False
CRYPTO_USR_10907,4,7,607.92,True
CRYPTO_USR_10908,51,3,2521.39,True
CRYPTO_USR_10909,47,2,194.62,False
CRYPTO_USR_10910,37,6,1482.97,True
CRYPTO_USR_10911,42,1,2886.42,True
CRYPTO_USR_10912,30,6,5651.37,False
CRYPTO_USR_10913,10,3,1445.83,True
CRYPTO_USR_10914,8,1,3674.03,False
CRYPTO_USR_10915,67,1,2195.14,False
CRYPTO_USR_10916,39,0,2694.18,False
CRYPTO_USR_10917,9,3,351.57,False
CRYPTO_USR_10918,5,5,852.35,False
CRYPTO_USR_10919,22,6,250.81,False
CRYPTO_USR_10920,8,2,302.74,True
CRYPTO_USR_10921,10,7,93.95,False
CRYPTO_USR_10922,26,2,1530.39,True
CRYPTO_USR_10923,42,1,688.53,True
CRYPTO_USR_10924,5,6,967.93,False
CRYPTO_USR_10925,2,5,450.0,True
CRYPTO_USR_10926,11,3,2514.55,False
CRYPTO_USR_10927,159,5,3123.9,False
CRYPTO_USR_10928,0,2,4227.47,False
CRYPTO_USR_10929,27,1,5745.01,False
CRYPTO_USR_10930,10,9,877.6,False
CRYPTO_USR_10931,9,1,4361.22,False
CRYPTO_USR_10932,13,5,80.72,False
CRYPTO_USR_10933,5,1,1298.39,False
CRYPTO_USR_10934,5,7,13.24,True
CRYPTO_USR_10935,31,3,2673.67,False
CRYPTO_USR_10936,15,6,2183.68,False
CRYPTO_USR_10937,41,6,1872.08,False
CRYPTO_USR_10938,38,5,725.47,True
CRYPTO_USR_10939,1,6,2845.66,False
CRYPTO_USR_10940,23,4,883.94,False
CRYPTO_USR_10941,15,6,30.66,False
CRYPTO_USR_10942,21,2,2538.77,False
CRYPTO_USR_10943,33,1,135.65,False
CRYPTO_USR_10944,3,4,162.86,False
CRYPTO_USR_10945,16,2,904.89,False
CRYPTO_USR_10946,17,2,892.66,False
CRYPTO_USR_10947,22,3,5800.03,True
CRYPTO_USR_10948,31,8,2352.3,True
CRYPTO_USR_10949,83,1,1451.47,False
CRYPTO_USR_10950,3,7,1386.64,False
CRYPTO_USR_10951,10,4,2483.11,False
CRYPTO_USR_10952,11,1,1293.43,True
CRYPTO_USR_10953,6,6,3240.51,True
CRYPTO_USR_10954,5,5,3431.55,False
CRYPTO_USR_10955,144,0,1113.36,False
CRYPTO_USR_10956,9,5,2327.63,False
CRYPTO_USR_10957,11,4,246.98,False
CRYPTO_USR_10958,2,0,688.34,False
CRYPTO_USR_10959,26,0,656.67,False
CRYPTO_USR_10960,23,2,1006.48,True
CRYPTO_USR_10961,7,5,450.75,False
CRYPTO_USR_10962,16,4,2376.73,False
CRYPTO_USR_10963,17,3,799.78,True
CRYPTO_USR_10964,22,5,3318.93,False
CRYPTO_USR_10965,4,7,1392.35,True
CRYPTO_USR_10966,60,5,33.85,False
CRYPTO_USR_10967,0,4,1569.62,False
CRYPTO_USR_10968,24,6,1411.38,False
CRYPTO_USR_10969,17,2,2686.56,True
CRYPTO_USR_10970,7,4,619.02,False
CRYPTO_USR_10971,19,0,909.87,False
CRYPTO_USR_10972,30,6,1713.62,True
CRYPTO_USR_10973,20,0,1063.78,True
CRYPTO_USR_10974,83,0,2396.7,False
CRYPTO_USR_10975,12,0,444.51,False
CRYPTO_USR_10976,1,3,416.96,False
CRYPTO_USR_10977,12,4,1141.67,False
CRYPTO_USR_10978,1,6,2189.71,False
CRYPTO_USR_10979,49,3,3241.86,True
CRYPTO_USR_10980,22,5,818.28,False
CRYPTO_USR_10981,50,7,1308.67,True
CRYPTO_USR_10982,66,1,3641.09,False
CRYPTO_USR_10983,18,3,1668.37,False
CRYPTO_USR_10984,4,4,1856.44,True
CRYPTO_USR_10985,5,5,809.58,False
CRYPTO_USR_10986,3,4,2292.98,False
CRYPTO_USR_10987,18,8,425.9,True
CRYPTO_USR_10988,50,4,1533.8,True
CRYPTO_USR_10989,27,4,71.96,False
CRYPTO_USR_10990,1,4,5716.4,False
CRYPTO_USR_10991,23,5,33.83,False
CRYPTO_USR_10992,30,3,1073.5,False
CRYPTO_USR_10993,56,5,336.62,False
CRYPTO_USR_10994,25,5,361.35,False
CRYPTO_USR_10995,8,0,2318.46,True
CRYPTO_USR_10996,16,2,876.39,True
CRYPTO_USR_10997,6,3,3533.76,False
CRYPTO_USR_10998,15,4,1162.83,False
CRYPTO_USR_10999,1,5,2757.36,False
CRYPTO_USR_11000,3,2,1665.03,False
CRYPTO_USR_11001,63,4,2683.94,False
CRYPTO_USR_11002,20,3,1358.34,True
CRYPTO_USR_11003,45,4,2805.36,False
CRYPTO_USR_11004,24,3,2147.5,True
CRYPTO_USR_11005,4,0,1167.2,True
CRYPTO_USR_11006,54,3,945.61,True
CRYPTO_USR_11007,34,9,2804.22,False
CRYPTO_USR_11008,3,7,2095.21,True
CRYPTO_USR_11009,12,4,302.68,False
CRYPTO_USR_11010,8,5,819.26,True
CRYPTO_USR_11011,31,2,2531.49,False
CRYPTO_USR_11012,42,1,1457.07,True
CRYPTO_USR_11013,10,4,759.85,False
CRYPTO_USR_11014,37,6,2479.66,False
CRYPTO_USR_11015,33,1,317.69,True
CRYPTO_USR_11016,14,2,2149.58,False
CRYPTO_USR_11017,4,6,6012.37,True
CRYPTO_USR_11018,2,7,1028.88,True
CRYPTO_USR_11019,7,8,150.16,True
CRYPTO_USR_11020,13,7,1324.92,False
CRYPTO_USR_11021,25,3,5244.34,False
CRYPTO_USR_11022,28,2,1925.44,False
CRYPTO_USR_11023,9,4,61.54,False
CRYPTO_USR_11024,20,4,66.11,True
CRYPTO_USR_11025,0,5,308.37,False
CRYPTO_USR_11026,42,2,1587.75,False
CRYPTO_USR_11027,37,6,127.95,True
CRYPTO_USR_11028,9,6,770.14,False
CRYPTO_USR_11029,9,0,1678.19,True
CRYPTO_USR_11030,74,2,941.02,True
CRYPTO_USR_11031,2,3,627.29,False
CRYPTO_USR_11032,45,9,3019.38,False
CRYPTO_USR_11033,33,2,6089.45,False
CRYPTO_USR_11034,41,4,1105.3,False
CRYPTO_USR_11035,24,0,49.92,True
CRYPTO_USR_11036,1,0,2033.7,True
CRYPTO_USR_11037,10,0,5599.88,False
CRYPTO_USR_11038,0,5,175.72,False
CRYPTO_USR_11039,48,2,142.33,False
CRYPTO_USR_11040,18,0,564.2,False
CRYPTO_USR_11041,32,8,4332.85,False
CRYPTO_USR_11042,6,3,416.98,True
CRYPTO_USR_11043,8,0,1735.02,True
CRYPTO_USR_11044,3,7,1960.08,False
CRYPTO_USR_11045,40,2,1403.53,True
CRYPTO_USR_11046,18,2,7603.36,False
CRYPTO_USR_11047,56,2,1214.86,False
CRYPTO_USR_11048,69,3,1547.27,True
CRYPTO_USR_11049,44,5,1171.26,False
CRYPTO_USR_11050,19,1,345.83,False
CRYPTO_USR_11051,33,6,1109.37,False
CRYPTO_USR_11052,0,5,708.64,False
CRYPTO_USR_11053,8,7,1431.58,True
CRYPTO_USR_11054,17,2,1243.24,True
CRYPTO_USR_11055,33,2,838.27,False
CRYPTO_USR_11056,9,4,1543.98,True
CRYPTO_USR_11057,2,5,566.35,True
CRYPTO_USR_11058,15,3,5756.04,True
CRYPTO_USR_11059,45,5,349.78,False
CRYPTO_USR_11060,151,5,2294.94,False
CRYPTO_USR_11061,9,1,1486.53,False
CRYPTO_USR_11062,14,3,3025.86,False
CRYPTO_USR_11063,27,3,1075.63,True
CRYPTO_USR_11064,12,0,536.44,True
CRYPTO_USR_11065,3,2,3636.33,False
CRYPTO_USR_11066,6,0,345.26,False
CRYPTO_USR_11067,12,2,2013.09,False
CRYPTO_USR_11068,37,6,607.69,False
CRYPTO_USR_11069,4,2,330.14,False
CRYPTO_USR_11070,11,1,3401.67,True
CRYPTO_USR_11071,4,1,466.3,True
CRYPTO_USR_11072,9,3,569.56,False
CRYPTO_USR_11073,55,7,812.24,False
CRYPTO_USR_11074,94,2,42.07,False
CRYPTO_USR_11075,30,5,5077.31,False
CRYPTO_USR_11076,2,4,118.65,False
CRYPTO_USR_11077,22,5,48.09,False
CRYPTO_USR_11078,40,5,303.74,False
CRYPTO_USR_11079,60,5,666.27,True
CRYPTO_USR_11080,9,3,3282.05,True
CRYPTO_USR_11081,30,3,3543.75,True
CRYPTO_USR_11082,18,7,572.44,False
CRYPTO_USR_11083,97,3,2152.94,True
CRYPTO_USR_11084,25,1,1494.14,False
CRYPTO_USR_11085,28,1,667.03,True
CRYPTO_USR_11086,21,5,819.66,True
CRYPTO_USR_11087,10,1,0.17,False
CRYPTO_USR_11088,52,2,15.03,False
CRYPTO_USR_11089,82,6,1166.94,True
CRYPTO_USR_11090,15,3,13.04,True
CRYPTO_USR_11091,14,5,1480.03,False
CRYPTO_USR_11092,4,3,855.7,True
CRYPTO_USR_11093,15,1,492.95,False
CRYPTO_USR_11094,67,5,603.04,False
CRYPTO_USR_11095,46,0,958.62,False
CRYPTO_USR_11096,5,3,1730.93,True
CRYPTO_USR_11097,27,7,374.39,True
CRYPTO_USR_11098,1,2,194.2,True
CRYPTO_USR_11099,35,3,2337.62,True
CRYPTO_USR_11100,4,1,672.03,False
CRYPTO_USR_11101,173,4,1121.46,False
CRYPTO_USR_11102,11,7,103.81,False
CRYPTO_USR_11103,2,0,1143.28,True
CRYPTO_USR_11104,51,6,234.12,False
CRYPTO_USR_11105,8,0,2655.03,False
CRYPTO_USR_11106,37,6,2653.23,False
CRYPTO_USR_11107,112,4,1152.4,False
CRYPTO_USR_11108,10,2,77.58,False
CRYPTO_USR_11109,20,7,525.8,False
CRYPTO_USR_11110,6,7,442.13,True
CRYPTO_USR_11111,28,0,706.18,True
CRYPTO_USR_11112,9,7,16.15,True
CRYPTO_USR_11113,42,7,1160.77,False
CRYPTO_USR_11114,12,5,172.53,False
CRYPTO_USR_11115,74,4,10440.39,False
CRYPTO_USR_11116,1,1,2821.78,True
CRYPTO_USR_11117,7,1,7199.15,False
CRYPTO_USR_11118,39,5,385.9,False
CRYPTO_USR_11119,12,1,260.49,False
CRYPTO_USR_11120,18,2,2149.46,True
CRYPTO_USR_11121,5,4,768.95,False
CRYPTO_USR_11122,9,6,1455.49,True
CRYPTO_USR_11123,4,0,630.92,True
CRYPTO_USR_11124,12,7,857.69,True
CRYPTO_USR_11125,0,4,3498.69,False
CRYPTO_USR_11126,7,3,1393.67,False
CRYPTO_USR_11127,20,0,1238.86,False
CRYPTO_USR_11128,26,2,210.7,False
CRYPTO_USR_11129,1,7,3245.37,True
CRYPTO_USR_11130,57,5,187.16,False
CRYPTO_USR_11131,50,6,1930.89,False
CRYPTO_USR_11132,33,4,1676.32,True
CRYPTO_USR_11133,74,6,421.43,False
CRYPTO_USR_11134,61,8,112.72,False
CRYPTO_USR_11135,77,6,967.99,True
CRYPTO_USR_11136,34,5,74.7,True
CRYPTO_USR_11137,10,2,5207.83,False
CRYPTO_USR_11138,2,3,378.1,False
CRYPTO_USR_11139,8,1,1767.05,True
CRYPTO_USR_11140,38,3,1832.11,True
CRYPTO_USR_11141,17,4,1969.83,False
CRYPTO_USR_11142,5,5,741.16,True
CRYPTO_USR_11143,180,6,1053.38,True
CRYPTO_USR_11144,10,6,836.58,False
CRYPTO_USR_11145,15,4,2329.46,False
CRYPTO_USR_11146,23,5,4690.22,True
CRYPTO_USR_11147,91,8,1067.94,False
CRYPTO_USR_11148,36,7,1312.2,False
CRYPTO_USR_11149,10,3,642.87,True
CRYPTO_USR_11150,54,8,2106.5,True
CRYPTO_USR_11151,22,4,1462.79,False
CRYPTO_USR_11152,4,6,268.15,True
CRYPTO_USR_11153,24,4,477.47,False
CRYPTO_USR_11154,2,0,2385.47,False
CRYPTO_USR_11155,44,7,341.7,False
CRYPTO_USR_11156,32,0,1627.99,True
CRYPTO_USR_11157,36,1,1545.64,True
CRYPTO_USR_11158,1,4,3058.28,False
CRYPTO_USR_11159,56,1,3669.44,True
CRYPTO_USR_11160,29,3,2704.43,False
CRYPTO_USR_11161,10,3,75.7,False
CRYPTO_USR_11162,4,2,93.31,False
CRYPTO_USR_11163,13,4,1061.82,False
CRYPTO_USR_11164,19,4,902.53,True
CRYPTO_USR_11165,2,6,1525.19,True
CRYPTO_USR_11166,14,6,2675.6,True
CRYPTO_USR_11167,4,5,1474.89,False
CRYPTO_USR_11168,29,5,2394.99,True
CRYPTO_USR_11169,2,7,2699.21,True
CRYPTO_USR_11170,72,7,991.53,True
CRYPTO_USR_11171,10,6,1621.98,True
CRYPTO_USR_11172,10,7,8318.19,False
CRYPTO_USR_11173,4,3,82.65,False
CRYPTO_USR_11174,6,1,3448.3,True
CRYPTO_USR_11175,1,7,5354.59,False
CRYPTO_USR_11176,56,4,2130.3,True
CRYPTO_USR_11177,16,3,41.42,True
CRYPTO_USR_11178,21,5,538.73,False
CRYPTO_USR_11179,36,7,274.3,False
CRYPTO_USR_11180,0,1,80.02,True
CRYPTO_USR_11181,9,2,2802.22,False
